class	Precursor_MZ
Pyrimidodiazepines	396.137
Diazanaphthalenes	387.182
Pyridopyrimidines	440.173
Carboxylic acids and derivatives	1036.58
Carboxylic acids and derivatives	1008.55
Pyrimidodiazepines	292.109
Benzopyrans	464.217
Naphthopyrans	600.332
Pyrans	403.214
Pyrans	425.194
Fatty Acyls	338.197
Fatty Acyls	360.179
Fatty Acyls	418.185
Fatty Acyls	440.169
Phenols	374.198
Phenols	356.186
Phenols	396.176
Indoles and derivatives	1601.44
Indoles and derivatives	815.23
Quinolines and derivatives	498.248
Quinolines and derivatives	520.231
Quinolines and derivatives	498.246
Quinolines and derivatives	466.221
Quinolines and derivatives	448.211
Quinolines and derivatives	488.203
Quinolines and derivatives	404.147
Fatty Acyls	399.216
Quinolines and derivatives	338.1
Quinolines and derivatives	422.157
Carboxylic acids and derivatives	642.332
Carboxylic acids and derivatives	1283.65
Carboxylic acids and derivatives	672.342
Carboxylic acids and derivatives	1343.67
Fatty Acyls	1189.84
Benzopyrans	448.225
Quinolines and derivatives	462.202
Quinolines and derivatives	448.224
Indoles and derivatives	466.233
Quinolines and derivatives	432.231
Quinolines and derivatives	863.448
Benzopyrans	211.061
Benzopyrans	195.064
Carboxylic acids and derivatives	639.172
Carboxylic acids and derivatives	639.173
Carboxylic acids and derivatives	639.173
Benzopyrans	639.173
Naphthofurans	575.314
Naphthofurans	1149.62
Naphthofurans	563.313
Naphthofurans	1125.61
Naphthofurans	577.327
Naphthofurans	565.33
Fatty Acyls	357.096
Diazanaphthalenes	359.116
2-arylbenzofuran flavonoids	359.077
Phenols	297.077
Peptidomimetics	874.53
Peptidomimetics	896.511
Peptidomimetics	888.547
Peptidomimetics	910.527
Isocoumarans	321.133
Isocoumarans	335.149
Isocoumarans	357.132
Carboxylic acids and derivatives	507.228
Naphthopyrans	607.107
Naphthopyrans	589.097
Prenol lipids	317.115
Prenol lipids	339.095
Prenol lipids	317.117
Prenol lipids	339.096
Prenol lipids	579.277
Prenol lipids	601.263
Prenol lipids	561.27
Prenol lipids	1157.55
Prenol lipids	1179.53
Prenol lipids	277.141
Prenol lipids	237.149
Prenol lipids	279.157
Carboxylic acids and derivatives	513.27
Carboxylic acids and derivatives	535.252
Organooxygen compounds	403.284
Carboxylic acids and derivatives	445.295
Pyrrolidines	430.296
Pyrrolidines	452.277
Cinnamic acids and derivatives	300.087
Cinnamic acids and derivatives	330.097
Cinnamic acids and derivatives	659.186
Benzene and substituted derivatives	326.102
Benzene and substituted derivatives	651.197
Benzene and substituted derivatives	356.112
Benzopyrans	573.136
Benzopyrans	1145.27
Anthracenes	573.14
Anthracenes	1145.27
Anthracenes	573.138
Anthracenes	591.149
Anthracenes	1181.29
Anthracenes	573.139
Carboxylic acids and derivatives	1141.5
Peptidomimetics	840.35
Peptidomimetics	862.36
Carboxylic acids and derivatives	1163.56
Carboxylic acids and derivatives	720.45
Peptidomimetics	834.4
Peptidomimetics	856.74
Organooxygen compounds	591.42
Fatty Acyls	854.159
Fatty Acyls	852.147
Fatty Acyls	898.164
Fatty Acyls	872.149
Fatty Acyls	978.321
Fatty Acyls	810.133
Fatty Acyls	836.149
Fatty Acyls	933.201
Fatty Acyls	861.144
Fatty Acyls	902.159
Fatty Acyls	894.191
Fatty Acyls	866.159
Fatty Acyls	915.191
Benzene and substituted derivatives	610.32
Organooxygen compounds	845.439
Peptidomimetics	488.312
Peptidomimetics	1202.85
Polypeptides	674.371
Peptidomimetics	1111.64
Peptidomimetics	608.402
Carboxylic acids and derivatives	740.471
Carboxylic acids and derivatives	758.481
Peptidomimetics	1036.69
Carboxylic acids and derivatives	1334.6
Carboxylic acids and derivatives	677.835
Carboxylic acids and derivatives	1859.06
Carboxylic acids and derivatives	585.32
Fatty Acyls	466.04
Fatty Acyls	500.07
Fatty Acyls	501.99
Fatty Acyls	426.16
Benzene and substituted derivatives	521.258
Benzene and substituted derivatives	535.271
Carboxylic acids and derivatives	564.25
Carboxylic acids and derivatives	523.223
Prenol lipids	675.261
Prenol lipids	717.273
Prenol lipids	521.249
Prenol lipids	521.249
Prenol lipids	523.267
Prenol lipids	483.235
Prenol lipids	523.267
Prenol lipids	523.267
Benzopyrans	262.18
Benzopyrans	354.21
Pyridines and derivatives	372.217
Prenol lipids	233.152
Polypeptides	3355.6
Polypeptides	1118.0
Polypeptides	1124.0
Benzopyrans	495.274
Benzodioxoles	272.12
Benzopyrans	465.263
Benzopyrans	479.279
Stilbenes	463.282
Stilbenes	449.269
Benzopyrans	481.259
Organooxygen compounds	603.0
Organooxygen compounds	603.0
Organooxygen compounds	587.0
Organooxygen compounds	587.0
Organooxygen compounds	1211.5
Organooxygen compounds	1183.5
Organooxygen compounds	1183.5
Organooxygen compounds	1211.5
Organooxygen compounds	1183.5
Diazines	253.118
Carboxylic acids and derivatives	245.109
Ergoline and derivatives	584.279
Prenol lipids	536.89
Fatty Acyls	314.318
Benzene and substituted derivatives	391.284
Fatty Acyls	428.37
Fatty Acyls	430.38
Fatty Acyls	402.36
Carboxylic acids and derivatives	305.14
Carboxylic acids and derivatives	162.07
Carboxylic acids and derivatives	247.14
Carboxylic acids and derivatives	147.06
Carboxylic acids and derivatives	305.14
Carboxylic acids and derivatives	162.07
Carboxylic acids and derivatives	247.14
Benzopyrans	279.087
Flavonoids	757.219
Flavonoids	433.113
Tannins	915.163
Flavonoids	595.167
Flavonoids	611.159
Flavonoids	611.162
Organooxygen compounds	553.192
2-arylbenzofuran flavonoids	523.218
2-arylbenzofuran flavonoids	545.199
Flavonoids	453.14
Flavonoids	627.159
Benzopyrans	267.088
Flavonoids	773.215
Flavonoids	579.172
Flavonoids	449.11
Flavonoids	595.167
Flavonoids	305.068
Flavonoids	415.102
Flavonoids	889.247
Flavonoids	887.268
Flavonoids	873.252
Flavonoids	303.053
Flavonoids	433.114
Flavonoids	287.058
Flavonoids	287.058
Fatty Acyls	389.216
Coumarins and derivatives	179.033
Benzopyrans	233.083
Benzopyrans	321.06
Benzopyrans	277.072
Cinnamic acids and derivatives	165.055
Organooxygen compounds	213.076
Benzene and substituted derivatives	549.32
Benzene and substituted derivatives	507.25
Flavonoids	443.096
Flavonoids	291.088
Peptidomimetics	1629.07
Peptidomimetics	901.467
Organooxygen compounds	191.055
Organooxygen compounds	353.088
Flavonoids	269.046
Flavonoids	305.067
Prenol lipids	1171.55
Prenol lipids	1039.0
Prenol lipids	907.4
Imidazopyrimidines	181.083
Organooxygen compounds	337.129
Fatty Acyls	576.47
Flavonoids	533.13
Benzene and substituted derivatives	155.035
Benzene and substituted derivatives	171.029
Carboxylic acids and derivatives	175.109
Organooxygen compounds	213.076
Benzopyrans	249.077
Fatty Acyls	387.203
Fatty Acyls	389.216
2-arylbenzofuran flavonoids	1045.43
Organooxygen compounds	535.181
Flavonoids	873.245
Flavonoids	889.238
Flavonoids	473.109
Carboxylic acids and derivatives	912.628
Indoles and derivatives	190.086
Flavonoids	291.082
Flavonoids	291.084
Cinnamic acids and derivatives	165.053
Cinnamic acids and derivatives	195.063
Benzofurans	355.064
Organonitrogen compounds	288.291
Carboxylic acids and derivatives	272.185
Prenol lipids	297.324
Carboxylic acids and derivatives	387.94
Carboxylic acids and derivatives	387.94
Indoles and derivatives	547.23
Carboxylic acids and derivatives	387.94
Carboxylic acids and derivatives	387.94
Cytochalasans	480.27
Strychnos alkaloids	395.19
Carboxylic acids and derivatives	114.066
Anthracenes	195.08
Flavonoids	223.075
Steroids and steroid derivatives	345.242
Prenol lipids	303.232
Steroids and steroid derivatives	445.187
Anthracenes	239.035
Carboxylic acids and derivatives	775.679
Anthracenes	255.03
Fatty Acyls	669.422
Prenol lipids	471.347
Carboxylic acids and derivatives	874.33
Prenol lipids	468.31
Prenol lipids	468.31
Peptidomimetics	1112.0
Peptidomimetics	1154.0
Peptidomimetics	1126.0
Flavonoids	453.139
2-arylbenzofuran flavonoids	1045.43
Benzopyrans	321.059
Peptidomimetics	495.28
Peptidomimetics	621.42
Peptidomimetics	607.41
Macrolide lactams	564.36
Macrolide lactams	578.38
Macrolide lactams	592.4
Carboxylic acids and derivatives	462.313
Carboxylic acids and derivatives	324.173
Lactones	405.267
Diazanaphthalenes	211.087
Diazanaphthalenes	225.066
Carboxylic acids and derivatives	898.62
Indoles and derivatives	386.15
Indoles and derivatives	386.151
Indoles and derivatives	370.155
Indoles and derivatives	386.151
Carboxylic acids and derivatives	898.63
Carboxylic acids and derivatives	898.63
Carboxylic acids and derivatives	898.63
Carboxylic acids and derivatives	912.65
Peptidomimetics	727.336
Peptidomimetics	711.336
Lignan lactones	631.118
Carboxylic acids and derivatives	1131.34
Macrolides and analogues	751.0
Macrolides and analogues	736.9
Macrolides and analogues	765.0
Prenol lipids	707.302
Prenol lipids	707.302
Prenol lipids	723.295
Prenol lipids	693.284
Prenol lipids	723.299
Prenol lipids	793.347
Prenol lipids	765.31
Prenol lipids	823.315
Prenol lipids	793.346
Prenol lipids	737.315
Prenol lipids	757.284
Prenol lipids	715.273
Prenol lipids	736.297
Prenol lipids	841.318
Prenol lipids	883.329
Prenol lipids	849.343
Prenol lipids	869.35
Lactones	777.295
Lactones	819.305
Lactones	789.331
Lactones	761.3
Prenol lipids	563.299
Prenol lipids	591.327
Prenol lipids	589.313
Prenol lipids	589.317
Carboxylic acids and derivatives	679.273
Carboxylic acids and derivatives	679.274
Carboxylic acids and derivatives	659.306
Carboxylic acids and derivatives	673.319
Carboxylic acids and derivatives	709.284
Carboxylic acids and derivatives	693.289
Carboxylic acids and derivatives	633.268
Prenol lipids	495.272
Prenol lipids	495.272
Prenol lipids	577.241
Carboxylic acids and derivatives	619.252
Carboxylic acids and derivatives	633.268
Carboxylic acids and derivatives	683.283
Carboxylic acids and derivatives	683.283
Carboxylic acids and derivatives	697.299
Carboxylic acids and derivatives	681.268
Carboxylic acids and derivatives	723.281
Carboxylic acids and derivatives	702.291
Carboxylic acids and derivatives	681.267
Carboxylic acids and derivatives	695.283
Carboxylic acids and derivatives	675.281
Carboxylic acids and derivatives	716.307
Carboxylic acids and derivatives	738.289
Carboxylic acids and derivatives	721.284
Carboxylic acids and derivatives	735.265
Prenol lipids	607.325
Prenol lipids	621.34
Prenol lipids	607.325
Prenol lipids	621.304
Prenol lipids	317.204
Steroids and steroid derivatives	443.334
Prenol lipids	301.217
Prenol lipids	761.412
Organooxygen compounds	926.518
Indoles and derivatives	290.15
Organooxygen compounds	938.514
Organooxygen compounds	908.506
Organooxygen compounds	1403.85
Saccharolipids	1586.01
Saccharolipids	1768.18
Carboxylic acids and derivatives	413.288
Angucyclines	435.146
Carboxylic acids and derivatives	441.32
Carboxylic acids and derivatives	505.31
Naphthacenes	451.138
Angucyclines	453.155
Angucyclines	487.159
Prenol lipids	707.302
Prenol lipids	723.295
Prenol lipids	723.299
Prenol lipids	793.347
Prenol lipids	765.31
Prenol lipids	823.315
Prenol lipids	793.346
Prenol lipids	737.315
Prenol lipids	757.284
Prenol lipids	715.273
Lactones	777.295
Lactones	819.305
Lactones	789.331
Lactones	761.3
Prenol lipids	563.299
Prenol lipids	591.327
Prenol lipids	589.313
Prenol lipids	589.317
Tetrapyrroles and derivatives	593.334
Lignan lactones	631.123
Lignan lactones	649.129
Carboxylic acids and derivatives	218.085
Carboxylic acids and derivatives	433.147
Macrolides and analogues	543.0
Macrolides and analogues	615.0
Macrolides and analogues	615.24
Prenol lipids	943.529
Indoles and derivatives	273.159
Indoles and derivatives	386.243
Fatty Acyls	347.232
Carboxylic acids and derivatives	312.143
Benzene and substituted derivatives	240.137
Prenol lipids	205.195
Prenol lipids	295.069
Prenol lipids	408.956
Carboxylic acids and derivatives	561.36
Fatty Acyls	614.27
Macrolactams	601.36
Macrolactams	654.27
Fatty Acyls	619.37
Carboxylic acids and derivatives	681.34
Carboxylic acids and derivatives	709.37
Carboxylic acids and derivatives	737.4
Carboxylic acids and derivatives	1000.41
Carboxylic acids and derivatives	958.47
Macrolactams	853.42
Macrolactams	906.33
Macrolactams	727.39
Carboxylic acids and derivatives	769.4
Carboxylic acids and derivatives	699.35
Macrolactams	902.33
Macrolactams	877.38
Carboxylic acids and derivatives	345.18
Carboxylic acids and derivatives	1333.61
Carboximidic acids and derivatives	509.22
Peptidomimetics	468.341
Fatty Acyls	276.231
Fatty Acyls	332.294
Fatty Acyls	360.326
Tetrapyrroles and derivatives	595.35
Peptidomimetics	1291.0
Isochromanequinones	457.174
Carboxylic acids and derivatives	369.238
Carboxylic acids and derivatives	341.207
Benzene and substituted derivatives	500.69
Carboximidic acids and derivatives	284.294
Carboxylic acids and derivatives	265.118
Coumarins and derivatives	314.139
Macrolides and analogues	319.154
Macrolides and analogues	319.15
Benzene and substituted derivatives	423.17
Benzene and substituted derivatives	437.149
Benzene and substituted derivatives	421.154
Coumarins and derivatives	313.071
Coumarins and derivatives	315.086
Coumarins and derivatives	329.066
Coumarins and derivatives	331.081
Macrolides and analogues	319.15
Coumarins and derivatives	313.071
Fatty Acyls	374.2
Phenols	308.221
Organooxygen compounds	935.52
Organooxygen compounds	349.208
Organooxygen compounds	307.198
Organooxygen compounds	324.177
Organooxygen compounds	189.088
Carboxylic acids and derivatives	166.086
Organooxygen compounds	511.273
Organooxygen compounds	511.273
Organooxygen compounds	496.261
Organooxygen compounds	248.635
Organooxygen compounds	162.592
Organooxygen compounds	524.293
Organooxygen compounds	262.65
Organooxygen compounds	367.183
Peptidomimetics	801.445
Benzofurans	197.117
Prenol lipids	213.185
Imidazopyrimidines	195.087
Imidazopyrimidines	223.119
Imidazopyrimidines	181.072
Imidazopyrimidines	181.072
Phenols	151.039
Naphthofurans	315.195
Naphthofurans	317.211
Indoles and derivatives	471.393
Indoles and derivatives	499.427
Indoles and derivatives	527.458
Imidazopyrimidines	152.057
Naphthofurans	317.211
Naphthofurans	509.239
Naphthopyrans	491.228
Tetracyclines	445.182
Carboxylic acids and derivatives	350.098
Benzoxazoles	524.274
Organooxygen compounds	734.467
Organooxygen compounds	716.463
Diazanaphthalenes	233.095
Carboxylic acids and derivatives	335.108
Benzoxazoles	495.247
Carboxylic acids and derivatives	566.28
Organooxygen compounds	859.449
Organooxygen compounds	845.414
Organooxygen compounds	833.435
Organooxygen compounds	831.432
Organooxygen compounds	803.397
Macrolactams	401.24
Fatty Acyls	619.365
Fatty Acyls	603.367
Macrolactams	601.342
Macrolactams	587.345
Macrolactams	573.325
Carboxylic acids and derivatives	561.366
Peptidomimetics	883.265
Prenol lipids	545.249
Prenol lipids	503.0
Indoles and derivatives	191.118
Indoles and derivatives	175.123
Macrolides and analogues	661.019
Coumarins and derivatives	313.071
Flavonoids	565.134
Dihydrofurans	177.039
Diazanaphthalenes	320.109
Diazanaphthalenes	320.109
Diazanaphthalenes	320.109
Coumarins and derivatives	315.086
Carboxylic acids and derivatives	705.288
Carboxylic acids and derivatives	90.051
Carboxylic acids and derivatives	90.051
Carboxylic acids and derivatives	134.045
Carboxylic acids and derivatives	175.119
Carboxylic acids and derivatives	147.113
Prenol lipids	617.385
Carboxylic acids and derivatives	148.04
Carboxylic acids and derivatives	156.077
Carboxylic acids and derivatives	132.102
Carboxylic acids and derivatives	166.086
Carboxylic acids and derivatives	150.058
Carboxylic acids and derivatives	116.071
Carboxylic acids and derivatives	106.05
Carboxylic acids and derivatives	182.081
Carboxylic acids and derivatives	118.086
Carboxylic acids and derivatives	120.065
Coumarins and derivatives	329.066
Coumarins and derivatives	331.081
Coumarins and derivatives	331.081
Peptidomimetics	1140.72
Coumarins and derivatives	365.3
Coumarins and derivatives	383.222
Coumarins and derivatives	383.221
Carboxylic acids and derivatives	795.478
Carboxylic acids and derivatives	791.45
Prenol lipids	749.302
Prenol lipids	778.33
Prenol lipids	778.33
Prenol lipids	792.346
Prenol lipids	676.346
Prenol lipids	659.319
Prenol lipids	541.314
Prenol lipids	556.325
Prenol lipids	558.341
Prenol lipids	471.238
Indoles and derivatives	189.206
Indoles and derivatives	175.123
Indoles and derivatives	205.213
Indoles and derivatives	187.124
Diazinanes	467.116
Naphthalenes	429.113
Diazinanes	523.245
Benzene and substituted derivatives	548.226
Flavonoids	641.172
Flavonoids	481.1
Flavonoids	597.145
Flavonoids	451.087
Flavonoids	611.16
Flavonoids	611.16
Flavonoids	465.103
Flavonoids	787.231
Flavonoids	567.136
Flavonoids	435.091
Flavonoids	771.189
Flavonoids	479.077
Flavonoids	595.124
Flavonoids	449.067
Flavonoids	609.145
Flavonoids	463.083
Flavonoids	463.088
Flavonoids	785.207
Flavonoids	493.093
Flavonoids	433.072
Flavonoids	593.15
Flavonoids	433.074
Flavonoids	447.089
Flavonoids	447.087
Flavonoids	579.134
Flavonoids	625.113
Flavonoids	639.132
Flavonoids	417.078
Flavonoids	447.087
Flavonoids	607.123
Flavonoids	461.108
Flavonoids	431.093
Flavonoids	637.174
Flavonoids	593.122
Flavonoids	593.146
Flavonoids	593.13
Flavonoids	567.107
